 # Jupiter model, Ptrans=7 Mbar, rock core 
 # m/Mp         P (GPa)    r/Rmean   T(K)   rho(g/ccm)
 0.1868183649  2111.216740   0.40772  16495.0  3.2088266 
 0.1866978387  2111.857031   0.40762  16496.7  3.2092944 
 0.1865773540  2112.497317   0.40752  16498.3  3.2097622 
 0.1864569109  2113.137599   0.40742  16499.9  3.2102299 
 0.1863365094  2113.777876   0.40732  16501.6  3.2106975 
 0.1862161495  2114.418148   0.40722  16503.2  3.2111650 
 0.1860958311  2115.058415   0.40712  16504.8  3.2116324 
 0.1859755543  2115.698677   0.40702  16506.5  3.2120998 
 0.1858553192  2116.338934   0.40692  16508.1  3.2125671 
 0.1857351256  2116.979187   0.40682  16509.7  3.2130343 
 0.1856149736  2117.619434   0.40672  16511.4  3.2135014 
 0.1854948633  2118.259675   0.40662  16513.0  3.2139685 
 0.1853747945  2118.899912   0.40652  16514.6  3.2144355 
 0.1852547674  2119.540143   0.40642  16516.3  3.2149024 
 0.1851347819  2120.180369   0.40632  16517.9  3.2153692 
 0.1850148381  2120.820589   0.40622  16519.5  3.2158360 
 0.1848949359  2121.460803   0.40612  16521.2  3.2163026 
 0.1847750753  2122.101012   0.40602  16522.8  3.2167692 
 0.1846552564  2122.741215   0.40592  16524.4  3.2172358 
 0.1845354791  2123.381412   0.40582  16526.1  3.2177022 
 0.1844157435  2124.021603   0.40572  16527.7  3.2181686 
 0.1842960496  2124.661788   0.40562  16529.3  3.2186349 
 0.1841763973  2125.301967   0.40552  16531.0  3.2191011 
 0.1840567867  2125.942140   0.40542  16532.6  3.2195672 
 0.1839372178  2126.582307   0.40532  16534.2  3.2200333 
 0.1838176906  2127.222467   0.40522  16535.8  3.2204992 
 0.1836982051  2127.862621   0.40512  16537.5  3.2209651 
 0.1835787613  2128.502768   0.40502  16539.1  3.2214310 
 0.1834593592  2129.142909   0.40492  16540.7  3.2218967 
 0.1833399988  2129.783044   0.40482  16542.4  3.2223624 
 0.1832206801  2130.423171   0.40472  16544.0  3.2228280 
 0.1831014031  2131.063292   0.40462  16545.6  3.2232935 
 0.1829821679  2131.703406   0.40452  16547.2  3.2237589 
 0.1828629743  2132.343513   0.40442  16548.9  3.2242243 
 0.1827438226  2132.983613   0.40432  16550.5  3.2246896 
 0.1826247125  2133.623706   0.40422  16552.1  3.2251548 
 0.1825056443  2134.263792   0.40412  16553.7  3.2256199 
 0.1823866177  2134.903871   0.40402  16555.4  3.2260849 
 0.1822676329  2135.543942   0.40392  16557.0  3.2265499 
 0.1821486899  2136.184006   0.40382  16558.6  3.2270148 
 0.1820297887  2136.824063   0.40372  16560.2  3.2274796 
 0.1819109292  2137.464112   0.40362  16561.9  3.2279443 
 0.1817921115  2138.104153   0.40352  16563.5  3.2284090 
 0.1816733356  2138.744187   0.40342  16565.1  3.2288736 
 0.1815546015  2139.384213   0.40332  16566.7  3.2293381 
 0.1814359092  2140.024231   0.40322  16568.3  3.2298025 
 0.1813172586  2140.664241   0.40312  16570.0  3.2302669 
 0.1811986499  2141.304243   0.40302  16571.6  3.2307311 
 0.1810800830  2141.944237   0.40292  16573.2  3.2311953 
 0.1809615579  2142.584223   0.40282  16574.8  3.2316594 
 0.1808430746  2143.224201   0.40272  16576.4  3.2321235 
 0.1807246332  2143.864170   0.40262  16578.1  3.2325874 
 0.1806062336  2144.504131   0.40252  16579.7  3.2330513 
 0.1804878758  2145.144084   0.40242  16581.3  3.2335151 
 0.1803695598  2145.784028   0.40232  16582.9  3.2339788 
 0.1802512857  2146.423963   0.40222  16584.5  3.2344425 
 0.1801330535  2147.063890   0.40212  16586.2  3.2349061 
 0.1800148631  2147.703808   0.40202  16587.8  3.2353695 
 0.1798967146  2148.343717   0.40192  16589.4  3.2358330 
 0.1797786079  2148.983617   0.40182  16591.0  3.2362963 
 0.1796605431  2149.623509   0.40172  16592.6  3.2367595 
 0.1795425202  2150.263391   0.40162  16594.2  3.2372227 
 0.1794245392  2150.903264   0.40152  16595.9  3.2376858 
 0.1793066000  2151.543128   0.40142  16597.5  3.2381488 
 0.1791887028  2152.182982   0.40132  16599.1  3.2386118 
 0.1790708474  2152.822827   0.40122  16600.7  3.2390746 
 0.1789530340  2153.462663   0.40112  16602.3  3.2395374 
 0.1788352624  2154.102489   0.40102  16603.9  3.2400001 
 0.1787175328  2154.742306   0.40092  16605.5  3.2404628 
 0.1785998450  2155.382113   0.40082  16607.2  3.2409253 
 0.1784821992  2156.021910   0.40072  16608.8  3.2413878 
 0.1783645954  2156.661697   0.40062  16610.4  3.2418502 
 0.1782470334  2157.301475   0.40052  16612.0  3.2423125 
 0.1781295134  2157.941242   0.40042  16613.6  3.2427747 
 0.1780120353  2158.581000   0.40032  16615.2  3.2432369 
 0.1778945992  2159.220747   0.40022  16616.8  3.2436990 
 0.1777772050  2159.860484   0.40012  16618.4  3.2441610 
 0.1776598528  2160.500211   0.40002  16620.0  3.2446229 
 0.1775425426  2161.139927   0.39992  16621.7  3.2450848 
 0.1774252743  2161.779633   0.39982  16623.3  3.2455465 
 0.1773080480  2162.419328   0.39972  16624.9  3.2460082 
 0.1771908636  2163.059013   0.39962  16626.5  3.2464698 
 0.1770737213  2163.698687   0.39952  16628.1  3.2469314 
 0.1769566209  2164.338351   0.39942  16629.7  3.2473928 
 0.1768395625  2164.978003   0.39932  16631.3  3.2478542 
 0.1767225461  2165.617645   0.39922  16632.9  3.2483155 
 0.1766055717  2166.257276   0.39912  16634.5  3.2487767 
 0.1764886393  2166.896896   0.39902  16636.1  3.2492378 
 0.1763717489  2167.536504   0.39892  16637.7  3.2496989 
 0.1762549006  2168.176101   0.39882  16639.3  3.2501599 
 0.1761380942  2168.815687   0.39872  16641.0  3.2506208 
 0.1760213299  2169.455262   0.39862  16642.6  3.2510816 
 0.1759046076  2170.094825   0.39852  16644.2  3.2515423 
 0.1757879273  2170.734377   0.39842  16645.8  3.2520030 
 0.1756712891  2171.373917   0.39832  16647.4  3.2524636 
 0.1755546929  2172.013446   0.39822  16649.0  3.2529241 
 0.1754381388  2172.652962   0.39812  16650.6  3.2533845 
 0.1753216267  2173.292467   0.39802  16652.2  3.2538449 
 0.1752051566  2173.931960   0.39792  16653.8  3.2543052 
 0.1750887287  2174.571441   0.39782  16655.4  3.2547653 
 0.1749723428  2175.210910   0.39772  16657.0  3.2552255 
 0.1748559989  2175.850367   0.39762  16658.6  3.2556855 
 0.1747396972  2176.489812   0.39752  16660.2  3.2561454 
 0.1746234375  2177.129244   0.39742  16661.8  3.2566053 
 0.1745072199  2177.768664   0.39732  16663.4  3.2570651 
 0.1743910444  2178.408072   0.39722  16665.0  3.2575248 
 0.1742749109  2179.047467   0.39712  16666.6  3.2579845 
 0.1741588196  2179.686849   0.39702  16668.2  3.2584440 
 0.1740427704  2180.326219   0.39692  16669.8  3.2589035 
 0.1739267633  2180.965576   0.39682  16671.4  3.2593629 
 0.1738107983  2181.604920   0.39672  16673.0  3.2598222 
 0.1736948754  2182.244252   0.39662  16674.6  3.2602815 
 0.1735789947  2182.883570   0.39652  16676.2  3.2607407 
 0.1734631560  2183.522876   0.39642  16677.8  3.2611997 
 0.1733473595  2184.162168   0.39632  16679.4  3.2616588 
 0.1732316052  2184.801447   0.39622  16681.0  3.2621177 
 0.1731158929  2185.440713   0.39612  16682.6  3.2625765 
 0.1730002228  2186.079965   0.39602  16684.2  3.2630353 
 0.1728845949  2186.719204   0.39592  16685.8  3.2634940 
 0.1727690091  2187.358430   0.39582  16687.4  3.2639526 
 0.1726534655  2187.997642   0.39572  16689.0  3.2644111 
 0.1725379640  2188.636840   0.39562  16690.6  3.2648696 
 0.1724225047  2189.276024   0.39552  16692.2  3.2653279 
 0.1723070876  2189.915195   0.39542  16693.8  3.2657862 
 0.1721917126  2190.554352   0.39532  16695.3  3.2662445 
 0.1720763798  2191.193495   0.39522  16696.9  3.2667026 
 0.1719610892  2191.832623   0.39512  16698.5  3.2671606 
 0.1718458408  2192.471738   0.39502  16700.1  3.2676186 
 0.1717306346  2193.110839   0.39492  16701.7  3.2680765 
 0.1716154706  2193.749925   0.39482  16703.3  3.2685343 
 0.1715003487  2194.388997   0.39472  16704.9  3.2689921 
 0.1713852691  2195.028054   0.39462  16706.5  3.2694497 
 0.1712702317  2195.667097   0.39452  16708.1  3.2699073 
 0.1711552365  2196.306126   0.39442  16709.7  3.2703648 
 0.1710402836  2196.945139   0.39432  16711.3  3.2708222 
 0.1709253728  2197.584139   0.39422  16712.9  3.2712796 
 0.1708105043  2198.223123   0.39412  16714.4  3.2717368 
 0.1706956780  2198.862092   0.39402  16716.0  3.2721940 
 0.1705808939  2199.501046   0.39392  16717.6  3.2726511 
 0.1704661521  2200.139986   0.39382  16719.2  3.2731081 
 0.1703514525  2200.778910   0.39372  16720.8  3.2735651 
 0.1702367952  2201.417819   0.39362  16722.4  3.2740219 
 0.1701221801  2202.056713   0.39352  16724.0  3.2744787 
 0.1700076073  2202.695591   0.39342  16725.6  3.2749354 
 0.1698930768  2203.334454   0.39332  16727.2  3.2753920 
 0.1697785885  2203.973302   0.39322  16728.7  3.2758486 
 0.1696641424  2204.612134   0.39312  16730.3  3.2763050 
 0.1695497387  2205.250950   0.39302  16731.9  3.2767614 
 0.1694353772  2205.889750   0.39292  16733.5  3.2772177 
 0.1693210580  2206.528535   0.39282  16735.1  3.2776739 
 0.1692067811  2207.167304   0.39272  16736.7  3.2781301 
 0.1690925465  2207.806057   0.39262  16738.3  3.2785861 
 0.1689783542  2208.444794   0.39252  16739.8  3.2790421 
 0.1688642042  2209.083515   0.39242  16741.4  3.2794980 
 0.1687500965  2209.722219   0.39232  16743.0  3.2799538 
 0.1686360311  2210.360908   0.39222  16744.6  3.2804096 
 0.1685220080  2210.999580   0.39212  16746.2  3.2808652 
 0.1684080272  2211.638235   0.39202  16747.8  3.2813208 
 0.1682940887  2212.276874   0.39192  16749.3  3.2817763 
 0.1681801926  2212.915497   0.39182  16750.9  3.2822317 
 0.1680663388  2213.554103   0.39172  16752.5  3.2826871 
 0.1679525273  2214.192692   0.39162  16754.1  3.2831424 
 0.1678387582  2214.831264   0.39152  16755.7  3.2835975 
 0.1677250314  2215.469820   0.39142  16757.2  3.2840526 
 0.1676113469  2216.108358   0.39132  16758.8  3.2845077 
 0.1674977048  2216.746880   0.39122  16760.4  3.2849626 
 0.1673841050  2217.385384   0.39112  16762.0  3.2854175 
 0.1672705476  2218.023872   0.39102  16763.6  3.2858722 
 0.1671570326  2218.662341   0.39092  16765.1  3.2863269 
 0.1670435599  2219.300794   0.39082  16766.7  3.2867816 
 0.1669301296  2219.939229   0.39072  16768.3  3.2872361 
 0.1668167416  2220.577647   0.39062  16769.9  3.2876906 
 0.1667033961  2221.216047   0.39052  16771.5  3.2881449 
 0.1665900929  2221.854430   0.39042  16773.0  3.2885992 
 0.1664768321  2222.492795   0.39032  16774.6  3.2890535 
 0.1663636137  2223.131142   0.39022  16776.2  3.2895076 
 0.1662504376  2223.769471   0.39012  16777.8  3.2899616 
 0.1661373040  2224.407782   0.39002  16779.3  3.2904156 
 0.1660242128  2225.046075   0.38992  16780.9  3.2908695 
 0.1659111640  2225.684351   0.38982  16782.5  3.2913233 
 0.1657981575  2226.322608   0.38972  16784.1  3.2917771 
 0.1656851935  2226.960846   0.38962  16785.6  3.2922307 
 0.1655722719  2227.599067   0.38952  16787.2  3.2926843 
 0.1654593928  2228.237269   0.38942  16788.8  3.2931378 
 0.1653465560  2228.875452   0.38932  16790.4  3.2935912 
 0.1652337617  2229.513617   0.38922  16791.9  3.2940445 
 0.1651210098  2230.151763   0.38912  16793.5  3.2944978 
 0.1650083003  2230.789891   0.38902  16795.1  3.2949510 
 0.1648956333  2231.428000   0.38892  16796.6  3.2954041 
 0.1647830087  2232.066089   0.38882  16798.2  3.2958571 
 0.1646704266  2232.704160   0.38872  16799.8  3.2963100 
 0.1645578869  2233.342213   0.38862  16801.4  3.2967628 
 0.1644453896  2233.980245   0.38852  16802.9  3.2972156 
 0.1643329349  2234.618259   0.38842  16804.5  3.2976683 
 0.1642205225  2235.256253   0.38832  16806.1  3.2981209 
 0.1641081527  2235.894229   0.38822  16807.6  3.2985734 
 0.1639958253  2236.532184   0.38812  16809.2  3.2990273 
 0.1638835402  2237.170121   0.38802  16810.8  3.2994845 
 0.1637712975  2237.808040   0.38792  16812.4  3.2999415 
 0.1636590971  2238.445939   0.38782  16814.0  3.3003986 
 0.1635469390  2239.083820   0.38772  16815.6  3.3008555 
 0.1634348232  2239.721682   0.38762  16817.2  3.3013123 
 0.1633227498  2240.359525   0.38752  16818.8  3.3017691 
 0.1632107186  2240.997350   0.38742  16820.4  3.3022258 
 0.1630987299  2241.635154   0.38732  16822.0  3.3026824 
 0.1629867834  2242.272940   0.38722  16823.6  3.3031389 
 0.1628748793  2242.910707   0.38712  16825.2  3.3035954 
 0.1627630176  2243.548454   0.38702  16826.8  3.3040517 
 0.1626511982  2244.186182   0.38692  16828.4  3.3045080 
 0.1625394211  2244.823891   0.38682  16830.0  3.3049642 
 0.1624276864  2245.461579   0.38672  16831.6  3.3054203 
 0.1623159941  2246.099249   0.38662  16833.2  3.3058764 
 0.1622043441  2246.736898   0.38652  16834.8  3.3063323 
 0.1620927365  2247.374528   0.38642  16836.4  3.3067882 
 0.1619811713  2248.012138   0.38632  16838.0  3.3072440 
 0.1618696484  2248.649728   0.38622  16839.6  3.3076997 
 0.1617581680  2249.287297   0.38612  16841.1  3.3081554 
 0.1616467299  2249.924847   0.38602  16842.7  3.3086109 
 0.1615353342  2250.562377   0.38592  16844.3  3.3090664 
 0.1614239808  2251.199886   0.38582  16845.9  3.3095218 
 0.1613126699  2251.837375   0.38572  16847.5  3.3099771 
 0.1612014014  2252.474844   0.38562  16849.1  3.3104323 
 0.1610901753  2253.112292   0.38552  16850.7  3.3108875 
 0.1609789916  2253.749720   0.38542  16852.3  3.3113426 
 0.1608678503  2254.387127   0.38532  16853.9  3.3117976 
 0.1607567514  2255.024513   0.38522  16855.5  3.3122525 
 0.1606456949  2255.661878   0.38512  16857.1  3.3127073 
 0.1605346809  2256.299223   0.38502  16858.6  3.3131620 
 0.1604237092  2256.936547   0.38492  16860.2  3.3136167 
 0.1603127800  2257.573849   0.38482  16861.8  3.3140713 
 0.1602018933  2258.211131   0.38472  16863.4  3.3145258 
 0.1600910489  2258.848391   0.38462  16865.0  3.3149802 
 0.1599802470  2259.485630   0.38452  16866.6  3.3154346 
 0.1598694875  2260.122848   0.38442  16868.2  3.3158888 
 0.1597587705  2260.760044   0.38432  16869.8  3.3163430 
 0.1596480960  2261.397219   0.38422  16871.3  3.3167971 
 0.1595374638  2262.034372   0.38412  16872.9  3.3172511 
 0.1594268742  2262.671504   0.38402  16874.5  3.3177051 
 0.1593163270  2263.308614   0.38392  16876.1  3.3181589 
 0.1592058222  2263.945702   0.38382  16877.7  3.3186127 
 0.1590953599  2264.582768   0.38372  16879.3  3.3190664 
 0.1589849401  2265.219813   0.38362  16880.9  3.3195200 
 0.1588745628  2265.856835   0.38352  16882.4  3.3199735 
 0.1587642279  2266.493835   0.38342  16884.0  3.3204270 
 0.1586539355  2267.130813   0.38332  16885.6  3.3208804 
 0.1585436856  2267.767769   0.38322  16887.2  3.3213336 
 0.1584334782  2268.404702   0.38312  16888.8  3.3217869 
 0.1583233133  2269.041613   0.38302  16890.4  3.3222400 
 0.1582131909  2269.678502   0.38292  16891.9  3.3226930 
 0.1581031109  2270.315367   0.38282  16893.5  3.3231460 
 0.1579930735  2270.952211   0.38272  16895.1  3.3235989 
 0.1578830786  2271.589031   0.38262  16896.7  3.3240517 
 0.1577731261  2272.225829   0.38252  16898.3  3.3245044 
 0.1576632162  2272.862604   0.38242  16899.8  3.3249570 
 0.1575533488  2273.499356   0.38232  16901.4  3.3254096 
 0.1574435239  2274.136084   0.38222  16903.0  3.3258620 
 0.1573337415  2274.772790   0.38212  16904.6  3.3263144 
 0.1572240017  2275.409473   0.38202  16906.2  3.3267667 
 0.1571143043  2276.046132   0.38192  16907.7  3.3272190 
 0.1570046495  2276.682768   0.38182  16909.3  3.3276711 
 0.1568950373  2277.319380   0.38172  16910.9  3.3281232 
 0.1567854676  2277.955969   0.38162  16912.5  3.3285752 
 0.1566759404  2278.592535   0.38152  16914.0  3.3290271 
 0.1565664557  2279.229076   0.38142  16915.6  3.3294789 
 0.1564570136  2279.865594   0.38132  16917.2  3.3299306 
 0.1563476141  2280.502089   0.38122  16918.8  3.3303823 
 0.1562382571  2281.138559   0.38112  16920.3  3.3308339 
 0.1561289426  2281.775005   0.38102  16921.9  3.3312854 
 0.1560196707  2282.411428   0.38092  16923.5  3.3317368 
 0.1559104414  2283.047826   0.38082  16925.1  3.3321881 
 0.1558012546  2283.684200   0.38072  16926.6  3.3326393 
 0.1556921104  2284.320550   0.38062  16928.2  3.3330905 
 0.1555830088  2284.956875   0.38052  16929.8  3.3335416 
 0.1554739497  2285.593176   0.38042  16931.4  3.3339926 
 0.1553649333  2286.229452   0.38032  16932.9  3.3344435 
 0.1552559594  2286.865704   0.38022  16934.5  3.3348944 
 0.1551470280  2287.501931   0.38012  16936.1  3.3353451 
 0.1550381393  2288.138134   0.38002  16937.7  3.3357958 
 0.1549292932  2288.774312   0.37992  16939.2  3.3362464 
 0.1548204896  2289.410464   0.37982  16940.8  3.3366969 
 0.1547117287  2290.046592   0.37972  16942.4  3.3371473 
 0.1546030103  2290.682695   0.37962  16943.9  3.3375977 
 0.1544943346  2291.318772   0.37952  16945.5  3.3380479 
 0.1543857014  2291.954825   0.37942  16947.1  3.3384981 
 0.1542771109  2292.590852   0.37932  16948.6  3.3389482 
 0.1541685630  2293.226854   0.37922  16950.2  3.3393982 
 0.1540600576  2293.862830   0.37912  16951.8  3.3398482 
 0.1539515949  2294.498781   0.37902  16953.4  3.3402980 
 0.1538431749  2295.134706   0.37892  16954.9  3.3407478 
 0.1537347974  2295.770606   0.37882  16956.5  3.3411975 
 0.1536264626  2296.406479   0.37872  16958.1  3.3416471 
 0.1535181704  2297.042327   0.37862  16959.6  3.3420966 
 0.1534099208  2297.678150   0.37852  16961.2  3.3425460 
 0.1533017139  2298.313946   0.37842  16962.8  3.3429954 
 0.1531935496  2298.949716   0.37832  16964.3  3.3434447 
 0.1530854279  2299.585460   0.37822  16965.9  3.3438939 
 0.1529773489  2300.221177   0.37812  16967.4  3.3443430 
 0.1528693125  2300.856869   0.37802  16969.0  3.3447920 
 0.1527613188  2301.492534   0.37792  16970.6  3.3452410 
 0.1526533677  2302.128173   0.37782  16972.1  3.3456898 
 0.1525454593  2302.763785   0.37772  16973.7  3.3461386 
 0.1524375936  2303.399370   0.37762  16975.3  3.3465873 
 0.1523297705  2304.034929   0.37752  16976.8  3.3470359 
 0.1522219900  2304.670461   0.37742  16978.4  3.3474845 
 0.1521142523  2305.305966   0.37732  16980.0  3.3479329 
 0.1520065572  2305.941445   0.37722  16981.5  3.3483813 
 0.1518989047  2306.576896   0.37712  16983.1  3.3488296 
 0.1517912950  2307.212321   0.37702  16984.6  3.3492778 
 0.1516837279  2307.847718   0.37692  16986.2  3.3497259 
 0.1515762035  2308.483088   0.37682  16987.8  3.3501740 
 0.1514687218  2309.118431   0.37672  16989.3  3.3506219 
 0.1513612828  2309.753746   0.37662  16990.9  3.3510698 
 0.1512538864  2310.389034   0.37652  16992.4  3.3515176 
 0.1511465328  2311.024294   0.37642  16994.0  3.3519653 
 0.1510392218  2311.659527   0.37632  16995.6  3.3524129 
 0.1509319536  2312.294732   0.37622  16997.1  3.3528605 
 0.1508247280  2312.929909   0.37612  16998.7  3.3533079 
 0.1507175451  2313.565059   0.37602  17000.2  3.3537553 
 0.1506104050  2314.200180   0.37592  17001.8  3.3542026 
 0.1505033075  2314.835274   0.37582  17003.3  3.3546498 
 0.1503962528  2315.470340   0.37572  17004.9  3.3550969 
 0.1502892408  2316.105377   0.37562  17006.5  3.3555440 
 0.1501822715  2316.740386   0.37552  17008.0  3.3559910 
 0.1500753449  2317.375367   0.37542  17009.6  3.3564378 
 0.1499684610  2318.010320   0.37532  17011.1  3.3568846 
 0.1498616199  2318.645244   0.37522  17012.7  3.3573314 
 0.1497548215  2319.280139   0.37512  17014.2  3.3577780 
 0.1496480658  2319.915006   0.37502  17015.8  3.3582245 
 0.1495413528  2320.549845   0.37492  17017.3  3.3586710 
 0.1494346826  2321.184654   0.37482  17018.9  3.3591174 
 0.1493280551  2321.819435   0.37472  17020.4  3.3595637 
 0.1492214703  2322.454187   0.37462  17022.0  3.3600099 
 0.1491149283  2323.088909   0.37452  17023.5  3.3604560 
 0.1490084291  2323.723603   0.37442  17025.1  3.3609021 
 0.1489019725  2324.358268   0.37432  17026.7  3.3613481 
 0.1487955588  2324.992903   0.37422  17028.2  3.3617940 
 0.1486891877  2325.627509   0.37412  17029.8  3.3622398 
 0.1485828595  2326.262086   0.37402  17031.3  3.3626855 
 0.1484765740  2326.896633   0.37392  17032.9  3.3631311 
 0.1483703312  2327.531151   0.37382  17034.4  3.3635767 
 0.1482641312  2328.165639   0.37372  17036.0  3.3640221 
 0.1481579740  2328.800097   0.37362  17037.5  3.3644675 
 0.1480518596  2329.434526   0.37352  17039.1  3.3649128 
 0.1479457879  2330.068925   0.37342  17040.6  3.3653580 
 0.1478397590  2330.703293   0.37332  17042.1  3.3658032 
 0.1477337728  2331.337632   0.37322  17043.7  3.3662482 
 0.1476278294  2331.971941   0.37312  17045.2  3.3666932 
 0.1475219289  2332.606220   0.37302  17046.8  3.3671381 
 0.1474160710  2333.240468   0.37292  17048.3  3.3675829 
 0.1473102560  2333.874686   0.37282  17049.9  3.3680276 
 0.1472044838  2334.508874   0.37272  17051.4  3.3684722 
 0.1470987543  2335.143031   0.37262  17053.0  3.3689168 
 0.1469930677  2335.777158   0.37252  17054.5  3.3693613 
 0.1468874238  2336.411254   0.37242  17056.1  3.3698057 
 0.1467818227  2337.045320   0.37232  17057.6  3.3702500 
 0.1466762645  2337.679355   0.37222  17059.2  3.3706942 
 0.1465707490  2338.313358   0.37212  17060.7  3.3711383 
 0.1464652763  2338.947331   0.37202  17062.2  3.3715824 
 0.1463598465  2339.581273   0.37192  17063.8  3.3720263 
 0.1462544594  2340.215184   0.37182  17065.3  3.3724702 
 0.1461491151  2340.849064   0.37172  17066.9  3.3729140 
 0.1460438137  2341.482912   0.37162  17068.4  3.3733577 
 0.1459385551  2342.116730   0.37152  17070.0  3.3738014 
 0.1458333393  2342.750515   0.37142  17071.5  3.3742449 
 0.1457281663  2343.384270   0.37132  17073.0  3.3746884 
 0.1456230361  2344.017993   0.37122  17074.6  3.3751318 
 0.1455179488  2344.651684   0.37112  17076.1  3.3755751 
 0.1454129042  2345.285343   0.37102  17077.7  3.3760183 
 0.1453079025  2345.918971   0.37092  17079.2  3.3764614 
 0.1452029437  2346.552567   0.37082  17080.7  3.3769045 
 0.1450980276  2347.186131   0.37072  17082.3  3.3773474 
 0.1449931544  2347.819663   0.37062  17083.8  3.3777903 
 0.1448883241  2348.453163   0.37052  17085.3  3.3782331 
 0.1447835366  2349.086630   0.37042  17086.9  3.3786758 
 0.1446787919  2349.720066   0.37032  17088.4  3.3791184 
 0.1445740900  2350.353469   0.37022  17090.0  3.3795610 
 0.1444694310  2350.986840   0.37012  17091.5  3.3800034 
 0.1443648149  2351.620178   0.37002  17093.0  3.3804458 
 0.1442602416  2352.253484   0.36992  17094.6  3.3808881 
 0.1441557111  2352.886757   0.36982  17096.1  3.3813303 
 0.1440512235  2353.519998   0.36972  17097.6  3.3817724 
 0.1439467788  2354.153206   0.36962  17099.2  3.3822145 
 0.1438423769  2354.786380   0.36952  17100.7  3.3826564 
 0.1437380179  2355.419522   0.36942  17102.2  3.3830983 
 0.1436337017  2356.052631   0.36932  17103.8  3.3835401 
 0.1435294284  2356.685707   0.36922  17105.3  3.3839818 
 0.1434251980  2357.318750   0.36912  17106.8  3.3844234 
 0.1433210104  2357.951760   0.36902  17108.4  3.3848650 
 0.1432168657  2358.584736   0.36892  17109.9  3.3853064 
 0.1431127639  2359.217678   0.36882  17111.4  3.3857478 
 0.1430087049  2359.850588   0.36872  17113.0  3.3861891 
 0.1429046888  2360.483464   0.36862  17114.5  3.3866303 
 0.1428007156  2361.116306   0.36852  17116.0  3.3870714 
 0.1426967853  2361.749114   0.36842  17117.6  3.3875124 
 0.1425928979  2362.381889   0.36832  17119.1  3.3879534 
 0.1424890533  2363.014630   0.36822  17120.6  3.3883942 
 0.1423852516  2363.647337   0.36812  17122.2  3.3888350 
 0.1422814928  2364.280010   0.36802  17123.7  3.3892757 
 0.1421777769  2364.912649   0.36792  17125.2  3.3897163 
 0.1420741039  2365.545253   0.36782  17126.7  3.3901568 
 0.1419704738  2366.177824   0.36772  17128.3  3.3905973 
 0.1418668866  2366.810360   0.36762  17129.8  3.3910376 
 0.1417633423  2367.442862   0.36752  17131.3  3.3914779 
 0.1416598409  2368.075329   0.36742  17132.8  3.3919181 
 0.1415563823  2368.707762   0.36732  17134.4  3.3923582 
 0.1414529667  2369.340160   0.36722  17135.9  3.3927982 
 0.1413495940  2369.972523   0.36712  17137.4  3.3932381 
 0.1412462642  2370.604852   0.36702  17139.0  3.3936780 
 0.1411429773  2371.237146   0.36692  17140.5  3.3941177 
 0.1410397333  2371.869405   0.36682  17142.0  3.3945574 
 0.1409365322  2372.501628   0.36672  17143.5  3.3949970 
 0.1408333741  2373.133817   0.36662  17145.1  3.3954365 
 0.1407302588  2373.765971   0.36652  17146.6  3.3958759 
 0.1406271865  2374.398089   0.36642  17148.1  3.3963153 
 0.1405241571  2375.030172   0.36632  17149.6  3.3967545 
 0.1404211706  2375.662220   0.36622  17151.1  3.3971937 
 0.1403182270  2376.294232   0.36612  17152.7  3.3976328 
 0.1402153264  2376.926209   0.36602  17154.2  3.3980718 
 0.1401124686  2377.558150   0.36592  17155.7  3.3985107 
 0.1400096538  2378.190056   0.36582  17157.2  3.3989496 
 0.1399068820  2378.821925   0.36572  17158.8  3.3993883 
 0.1398041530  2379.453759   0.36562  17160.3  3.3998270 
 0.1397014670  2380.085557   0.36552  17161.8  3.4002655 
 0.1395988240  2380.717319   0.36542  17163.3  3.4007040 
 0.1394962238  2381.349044   0.36532  17164.8  3.4011425 
 0.1393936666  2381.980734   0.36522  17166.4  3.4015808 
 0.1392911524  2382.612387   0.36512  17167.9  3.4020190 
 0.1391886811  2383.244004   0.36502  17169.4  3.4024572 
 0.1390862527  2383.875585   0.36492  17170.9  3.4028952 
 0.1389838673  2384.507129   0.36482  17172.4  3.4033332 
 0.1388815248  2385.138637   0.36472  17173.9  3.4037711 
 0.1387792252  2385.770108   0.36462  17175.5  3.4042089 
 0.1386769687  2386.401542   0.36452  17177.0  3.4046467 
 0.1385747550  2387.032940   0.36442  17178.5  3.4050843 
 0.1384725843  2387.664301   0.36432  17180.0  3.4055219 
 0.1383704566  2388.295624   0.36422  17181.5  3.4059593 
 0.1382683718  2388.926911   0.36412  17183.0  3.4063967 
 0.1381663300  2389.558161   0.36402  17184.6  3.4068340 
 0.1380643312  2390.189374   0.36392  17186.1  3.4072713 
 0.1379623753  2390.820549   0.36382  17187.6  3.4077084 
 0.1378604623  2391.451687   0.36372  17189.1  3.4081454 
 0.1377585924  2392.082788   0.36362  17190.6  3.4085824 
 0.1376567653  2392.713851   0.36352  17192.1  3.4090193 
 0.1375549813  2393.344876   0.36342  17193.6  3.4094561 
 0.1374532402  2393.975864   0.36332  17195.1  3.4098928 
 0.1373515421  2394.606815   0.36322  17196.7  3.4103294 
 0.1372498870  2395.237727   0.36312  17198.2  3.4107659 
 0.1371482748  2395.868602   0.36302  17199.7  3.4112024 
 0.1370467056  2396.499439   0.36292  17201.2  3.4116388 
